Tweet,Time,Link,Media
Day 244.9: Arrived at Hipparchus,2016-11-03 13:28:31.170000,http://wenamethestars.inkleby.com/feature/2516,http://wenamethestars.inkleby.com/static/moon/1088.png
Hipparchus is named after Hipparchus - Greek astronomer (unkn -fl. 140 B.C.).,2016-11-03 13:29:31.170000,https://en.wikipedia.org/wiki/Hipparchus,
Day 245.0: Arrived at Halley,2016-11-03 18:07:48.630000,http://wenamethestars.inkleby.com/feature/2330,http://wenamethestars.inkleby.com/static/moon/1089.png
Halley is named after Edmond Halley - British astronomer (1656 -1742).,2016-11-03 18:08:48.630000,https://en.wikipedia.org/wiki/Edmond_Halley,
Day 245.3: Arrived at Albategnius,2016-11-04 00:08:26.520000,http://wenamethestars.inkleby.com/feature/162,http://wenamethestars.inkleby.com/static/moon/1090.png
Day 245.4: Arrived at Klein,2016-11-04 02:57:46.170000,http://wenamethestars.inkleby.com/feature/3062,http://wenamethestars.inkleby.com/static/moon/1091.png
Klein is named after Hermann Joseph Klein - German astronomer (1844 -1914).,2016-11-04 02:58:46.170000,https://en.wikipedia.org/wiki/Hermann_Joseph_Klein,
Day 245.6: Arrived at Parrot,2016-11-04 07:33:01.080000,http://wenamethestars.inkleby.com/feature/4594,http://wenamethestars.inkleby.com/static/moon/1092.png
"Parrot is named after Johann Jacob Friedrich Wilhelm Parrot - Russian doctor, physicist (1792 -1840).",2016-11-04 07:34:01.080000,https://en.wikipedia.org/wiki/Friedrich_Parrot,
Day 246.1: Arrived at Faye,2016-11-04 18:41:31.920000,http://wenamethestars.inkleby.com/feature/1922,http://wenamethestars.inkleby.com/static/moon/1093.png
Day 246.2: Arrived at Delaunay,2016-11-04 21:12:00.720000,http://wenamethestars.inkleby.com/feature/1468,http://wenamethestars.inkleby.com/static/moon/1094.png
Delaunay is named after Charles -Eugène Delaunay - French astronomer (1816 -1872).,2016-11-04 21:13:00.720000,https://en.wikipedia.org/wiki/Charles-Eug%C3%A8ne_Delaunay,
Day 246.3: Arrived at La Caille,2016-11-05 00:42:40.680000,http://wenamethestars.inkleby.com/feature/3185,http://wenamethestars.inkleby.com/static/moon/1095.png
La Caille is named after Nicholas -Louis De Caille - French astronomer (1713 -1762).,2016-11-05 00:43:40.680000,https://en.wikipedia.org/wiki/Nicolas-Louis_de_Lacaille,
Day 246.5: Arrived at Blanchinus,2016-11-05 04:09:21.420000,http://wenamethestars.inkleby.com/feature/770,http://wenamethestars.inkleby.com/static/moon/1096.png
"Blanchinus is named after Bianchini, Giovanni Blanchinus - Italian astronomer (unkn -fl. 1458).",2016-11-05 04:10:21.420000,https://en.wikipedia.org/wiki/Giovanni_Bianchini,
Day 246.7: Arrived at Werner,2016-11-05 08:49:23.250000,http://wenamethestars.inkleby.com/feature/6523,http://wenamethestars.inkleby.com/static/moon/1097.png
Werner is named after Johann Werner - German mathematician (1468 -1528).,2016-11-05 08:50:23.250000,https://en.wikipedia.org/wiki/Johannes_Werner,
Day 246.9: Arrived at Krusenstern,2016-11-05 13:48:56.520000,http://wenamethestars.inkleby.com/feature/3127,http://wenamethestars.inkleby.com/static/moon/1098.png
"Krusenstern is named after Adam Johann, Baron Von Krusenstern - Russian explorer (1770 -1846).",2016-11-05 13:49:56.520000,https://en.wikipedia.org/wiki/Adam_(given_name),
Day 247.0: Arrived at Apianus,2016-11-05 17:30:01.620000,http://wenamethestars.inkleby.com/feature/320,http://wenamethestars.inkleby.com/static/moon/1099.png
"Apianus is named after Bienewitz, Peter Apianus - German mathematician, astronomer (1495 -1552).",2016-11-05 17:31:01.620000,https://en.wikipedia.org/wiki/Petrus_Apianus,
Day 247.3: Arrived at Playfair,2016-11-05 23:16:22.800000,http://wenamethestars.inkleby.com/feature/4759,http://wenamethestars.inkleby.com/static/moon/1100.png
"Playfair is named after John Playfair - Scottish mathematician, geologist (1748 -1819).",2016-11-05 23:17:22.800000,https://en.wikipedia.org/wiki/John_Playfair,
Day 247.6: Arrived at Donati,2016-11-06 06:41:12.930000,http://wenamethestars.inkleby.com/feature/1574,http://wenamethestars.inkleby.com/static/moon/1101.png
Donati is named after Giovanni Battista Donati - Italian astronomer (1826 -1873).,2016-11-06 06:42:12.930000,https://en.wikipedia.org/wiki/Giovanni_Battista_Donati,
Day 247.8: Arrived at Airy,2016-11-06 11:09:09.900000,http://wenamethestars.inkleby.com/feature/113,http://wenamethestars.inkleby.com/static/moon/1102.png
Airy is named after George Biddell Airy - British astronomer (1801 -1892).,2016-11-06 11:10:09.900000,https://en.wikipedia.org/wiki/George_Biddell_Airy,
Day 247.9: Arrived at Argelander,2016-11-06 13:55:44.400000,http://wenamethestars.inkleby.com/feature/363,http://wenamethestars.inkleby.com/static/moon/1103.png
Argelander is named after Friedrich Wilhelm August Argelander - German astronomer (1799 -1875).,2016-11-06 13:56:44.400000,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Argelander,
Day 248.0: Arrived at Vogel,2016-11-06 16:22:12.090000,http://wenamethestars.inkleby.com/feature/6425,http://wenamethestars.inkleby.com/static/moon/1104.png
Vogel is named after Hermann Carl Vogel - German astronomer (1841 -1907).,2016-11-06 16:23:12.090000,https://en.wikipedia.org/wiki/Hermann_Carl_Vogel,
Day 248.1: Arrived at Burnham,2016-11-06 19:38:00.780000,http://wenamethestars.inkleby.com/feature/925,http://wenamethestars.inkleby.com/static/moon/1105.png
Burnham is named after Sherburne Wesley Burnham - American astronomer (1838 -1921).,2016-11-06 19:39:00.780000,https://en.wikipedia.org/wiki/Sherburne_Wesley_Burnham,
Day 248.3: Arrived at Ritchey,2016-11-07 00:33:10.710000,http://wenamethestars.inkleby.com/feature/5155,http://wenamethestars.inkleby.com/static/moon/1106.png
"Ritchey is named after George Willis Ritchey - American astronomer, optician (1864 -1945).",2016-11-07 00:34:10.710000,https://en.wikipedia.org/wiki/George_Willis_Ritchey,
Day 248.6: Arrived at Hind,2016-11-07 06:18:33.840000,http://wenamethestars.inkleby.com/feature/2511,http://wenamethestars.inkleby.com/static/moon/1107.png
Hind is named after John Russell Hind - British astronomer (1823 -1895).,2016-11-07 06:19:33.840000,https://en.wikipedia.org/wiki/John_Russell_Hind,
Day 248.9: Arrived at Anděl,2016-11-07 15:35:00.780000,http://wenamethestars.inkleby.com/feature/267,http://wenamethestars.inkleby.com/static/moon/1108.png
Anděl is named after Karel Anděl - Czechoslovakian astronomer (1884 -1948).,2016-11-07 15:36:00.780000,https://en.wikipedia.org/wiki/Karel_And%C4%9Bl,
Day 249.2: Arrived at Lindsay,2016-11-07 21:06:06.660000,http://wenamethestars.inkleby.com/feature/3411,http://wenamethestars.inkleby.com/static/moon/1109.png
Lindsay is named after Eric M. Lindsay - Irish astronomer (1907 -1974).,2016-11-07 21:07:06.660000,https://en.wikipedia.org/wiki/Lindsay_(crater),
Day 249.4: Arrived at Smoky Mountains,2016-11-08 01:55:44.940000,http://wenamethestars.inkleby.com/feature/5606,http://wenamethestars.inkleby.com/static/moon/1110.png
Day 249.4: Arrived at Ravine,2016-11-08 02:13:40.620000,http://wenamethestars.inkleby.com/feature/4962,http://wenamethestars.inkleby.com/static/moon/1111.png
Day 249.4: Arrived at North Ray,2016-11-08 02:22:45.750000,http://wenamethestars.inkleby.com/feature/4342,http://wenamethestars.inkleby.com/static/moon/1112.png
Day 249.4: Arrived at Kiva,2016-11-08 02:26:47.580000,http://wenamethestars.inkleby.com/feature/3059,http://wenamethestars.inkleby.com/static/moon/1113.png
Day 249.4: Arrived at Palmetto,2016-11-08 02:36:09.450000,http://wenamethestars.inkleby.com/feature/4561,http://wenamethestars.inkleby.com/static/moon/1114.png
Day 249.4: Arrived at End,2016-11-08 02:37:31.980000,http://wenamethestars.inkleby.com/feature/1797,http://wenamethestars.inkleby.com/static/moon/1115.png
Day 249.4: Arrived at Gator,2016-11-08 02:43:31.530000,http://wenamethestars.inkleby.com/feature/2115,http://wenamethestars.inkleby.com/static/moon/1116.png
Day 249.4: Arrived at Spot,2016-11-08 02:49:16.860000,http://wenamethestars.inkleby.com/feature/5670,http://wenamethestars.inkleby.com/static/moon/1117.png
Day 249.4: Arrived at Spook,2016-11-08 02:51:10.080000,http://wenamethestars.inkleby.com/feature/5669,http://wenamethestars.inkleby.com/static/moon/1118.png
Day 249.4: Arrived at Halfway,2016-11-08 02:53:29.130000,http://wenamethestars.inkleby.com/feature/2324,http://wenamethestars.inkleby.com/static/moon/1119.png
Day 249.4: Arrived at Flag,2016-11-08 02:54:26.550000,http://wenamethestars.inkleby.com/feature/1970,http://wenamethestars.inkleby.com/static/moon/1120.png
Day 249.4: Arrived at Plum,2016-11-08 02:55:24.150000,http://wenamethestars.inkleby.com/feature/4763,http://wenamethestars.inkleby.com/static/moon/1121.png
Day 249.4: Arrived at Trap,2016-11-08 03:02:15.450000,http://wenamethestars.inkleby.com/feature/6077,http://wenamethestars.inkleby.com/static/moon/1122.png
Day 249.4: Arrived at Wreck,2016-11-08 03:04:56.730000,http://wenamethestars.inkleby.com/feature/6579,http://wenamethestars.inkleby.com/static/moon/1123.png
Day 249.4: Arrived at Stubby,2016-11-08 03:09:24.210000,http://wenamethestars.inkleby.com/feature/5730,http://wenamethestars.inkleby.com/static/moon/1124.png
Day 249.4: Arrived at Cinco,2016-11-08 03:12:45.990000,http://wenamethestars.inkleby.com/feature/1217,http://wenamethestars.inkleby.com/static/moon/1125.png
Day 249.4: Arrived at Stone Mountain,2016-11-08 03:21:30.870000,http://wenamethestars.inkleby.com/feature/5715,http://wenamethestars.inkleby.com/static/moon/1126.png
Day 249.4: Arrived at Baby Ray,2016-11-08 03:39:56.520000,http://wenamethestars.inkleby.com/feature/536,http://wenamethestars.inkleby.com/static/moon/1127.png
Day 249.4: Arrived at South Ray,2016-11-08 03:47:31.200000,http://wenamethestars.inkleby.com/feature/5659,http://wenamethestars.inkleby.com/static/moon/1128.png
Day 249.6: Arrived at Dollond,2016-11-08 06:32:57.480000,http://wenamethestars.inkleby.com/feature/1566,http://wenamethestars.inkleby.com/static/moon/1129.png
Dollond is named after John Dollond - British optician (1706 -1761).,2016-11-08 06:33:57.480000,https://en.wikipedia.org/wiki/John_Dollond,
Day 249.7: Arrived at Descartes,2016-11-08 09:37:09.480000,http://wenamethestars.inkleby.com/feature/1498,http://wenamethestars.inkleby.com/static/moon/1130.png
"Descartes is named after René Descartes - French mathematician, philosopher (1596 -1650).",2016-11-08 09:38:09.480000,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes,
Day 249.9: Arrived at Abulfeda,2016-11-08 14:23:56.940000,http://wenamethestars.inkleby.com/feature/23,http://wenamethestars.inkleby.com/static/moon/1131.png
Day 250.3: Arrived at Tacitus,2016-11-08 23:38:11.940000,http://wenamethestars.inkleby.com/feature/5814,http://wenamethestars.inkleby.com/static/moon/1132.png
Tacitus is named after Cornelius Tacitus - Roman historian (c. 55 -120).,2016-11-08 23:39:11.940000,https://en.wikipedia.org/wiki/Tacitus,
Day 250.4: Arrived at Catena Abulfeda,2016-11-09 03:26:35.790000,http://wenamethestars.inkleby.com/feature/1055,http://wenamethestars.inkleby.com/static/moon/1133.png
Day 250.5: Arrived at Almanon,2016-11-09 06:05:11.040000,http://wenamethestars.inkleby.com/feature/196,http://wenamethestars.inkleby.com/static/moon/1134.png
Almanon is named after Abdalla Al Mamun Almanon - Persian astronomer (786 -833).,2016-11-09 06:06:11.040000,https://en.wikipedia.org/wiki/Al-Ma%27mun,
Day 250.7: Arrived at Geber,2016-11-09 10:57:02.250000,http://wenamethestars.inkleby.com/feature/2128,http://wenamethestars.inkleby.com/static/moon/1135.png
Day 250.9: Arrived at Abenezra,2016-11-09 15:11:33.990000,http://wenamethestars.inkleby.com/feature/14,http://wenamethestars.inkleby.com/static/moon/1136.png
Day 251.0: Arrived at Azophi,2016-11-09 17:46:05.160000,http://wenamethestars.inkleby.com/feature/524,http://wenamethestars.inkleby.com/static/moon/1137.png
Day 251.3: Arrived at Sacrobosco,2016-11-10 00:46:15.690000,http://wenamethestars.inkleby.com/feature/5270,http://wenamethestars.inkleby.com/static/moon/1138.png
Day 251.6: Arrived at Fermat,2016-11-10 06:17:45.780000,http://wenamethestars.inkleby.com/feature/1939,http://wenamethestars.inkleby.com/static/moon/1139.png
Fermat is named after Pierre De Fermat - French mathematician (1601 -1665).,2016-11-10 06:18:45.780000,https://en.wikipedia.org/wiki/Pierre_de_Fermat,
Day 251.8: Arrived at Pons,2016-11-10 11:38:35.520000,http://wenamethestars.inkleby.com/feature/4795,http://wenamethestars.inkleby.com/static/moon/1140.png
Pons is named after Jean Louis Pons - French astronomer (1761 -1831).,2016-11-10 11:39:35.520000,https://en.wikipedia.org/wiki/Jean-Louis_Pons,
Day 251.9: Arrived at Rupes Altai,2016-11-10 14:50:57.750000,http://wenamethestars.inkleby.com/feature/5224,http://wenamethestars.inkleby.com/static/moon/1141.png
Day 252.1: Arrived at Polybius,2016-11-10 19:52:23.880000,http://wenamethestars.inkleby.com/feature/4786,http://wenamethestars.inkleby.com/static/moon/1142.png
Polybius is named after Polybius - Greek historian (204(?) -122(?) B.C.).,2016-11-10 19:53:23.880000,https://en.wikipedia.org/wiki/Polybius,
Day 252.4: Arrived at Catharina,2016-11-11 03:32:50.550000,http://wenamethestars.inkleby.com/feature/1076,http://wenamethestars.inkleby.com/static/moon/1143.png
"Catharina is named after St. Catherine of Alexandria Catharina - Greek theologian, philosopher (unkn -c. 307).",2016-11-11 03:33:50.550000,https://en.wikipedia.org/wiki/Catherine_of_Alexandria,
Day 252.8: Arrived at Beaumont,2016-11-11 12:18:16.560000,http://wenamethestars.inkleby.com/feature/653,http://wenamethestars.inkleby.com/static/moon/1144.png
Day 253.1: Arrived at Fracastorius,2016-11-11 20:23:28.500000,http://wenamethestars.inkleby.com/feature/2008,http://wenamethestars.inkleby.com/static/moon/1145.png
"Fracastorius is named after Fracastoro, Girolamo Fracastorius - Italian doctor, astronomer (1483 -1553).",2016-11-11 20:24:28.500000,https://en.wikipedia.org/wiki/Girolamo_Fracastoro,
Day 253.4: Arrived at Rosse,2016-11-12 01:44:39.480000,http://wenamethestars.inkleby.com/feature/5195,http://wenamethestars.inkleby.com/static/moon/1146.png
"Rosse is named after William Parsons, Third Earl of Rosse - Irish astronomer (1800 -1867).",2016-11-12 01:45:39.480000,"https://en.wikipedia.org/wiki/William_Parsons,_3rd_Earl_of_Rosse",
Day 253.5: Arrived at Mare Nectaris,2016-11-12 05:26:09.060000,http://wenamethestars.inkleby.com/feature/3683,http://wenamethestars.inkleby.com/static/moon/1147.png
Day 253.7: Arrived at Daguerre,2016-11-12 09:56:47.940000,http://wenamethestars.inkleby.com/feature/1388,http://wenamethestars.inkleby.com/static/moon/1148.png
"Daguerre is named after Louis -Jacques -Mandé Daguerre - French artist, chemist, photographer (1789 -1851).",2016-11-12 09:57:47.940000,https://en.wikipedia.org/wiki/Louis_Daguerre,
Day 253.9: Arrived at Isidorus,2016-11-12 15:27:38.070000,http://wenamethestars.inkleby.com/feature/2736,http://wenamethestars.inkleby.com/static/moon/1149.png
Isidorus is named after St. Isidore of Seville Isidorus - Spanish astronomer and  encyclopaedist (c. 560 -636).,2016-11-12 15:28:38.070000,https://en.wikipedia.org/wiki/Isidore_of_Seville,
Day 254.0: Arrived at Capella,2016-11-12 18:03:37.530000,http://wenamethestars.inkleby.com/feature/1011,http://wenamethestars.inkleby.com/static/moon/1150.png
Capella is named after Martianus Capella - Roman astronomer (c. A.D. 400 -unkn).,2016-11-12 18:04:37.530000,https://en.wikipedia.org/wiki/Martianus_Capella,
Day 254.1: Arrived at Vallis Capella,2016-11-12 18:31:47.460000,http://wenamethestars.inkleby.com/feature/6294,http://wenamethestars.inkleby.com/static/moon/1151.png
Day 254.5: Arrived at Censorinus,2016-11-13 05:09:02.700000,http://wenamethestars.inkleby.com/feature/1099,http://wenamethestars.inkleby.com/static/moon/1152.png
Censorinus is named after Censorinus - Roman astronomer (fl. A.D. 238).,2016-11-13 05:10:02.700000,https://en.wikipedia.org/wiki/Censorinus,
Day 254.7: Arrived at Maskelyne,2016-11-13 10:39:01.170000,http://wenamethestars.inkleby.com/feature/3740,http://wenamethestars.inkleby.com/static/moon/1153.png
Maskelyne is named after Nevil Maskelyne - British astronomer (1732 -1811).,2016-11-13 10:40:01.170000,https://en.wikipedia.org/wiki/Nevil_Maskelyne,
Day 255.0: Arrived at Wallach,2016-11-13 15:56:41.370000,http://wenamethestars.inkleby.com/feature/6479,http://wenamethestars.inkleby.com/static/moon/1154.png
Wallach is named after Otto Wallach - German chemist; Nobel laureate (1847 -1931).,2016-11-13 15:57:41.370000,https://en.wikipedia.org/wiki/Otto_Wallach,
Day 255.2: Arrived at Aryabhata,2016-11-13 20:48:41.580000,http://wenamethestars.inkleby.com/feature/411,http://wenamethestars.inkleby.com/static/moon/1155.png
"Aryabhata is named after Aryabhata I - Indian astronomer, mathematician (476 -c.550).",2016-11-13 20:49:41.580000,https://en.wikipedia.org/wiki/Aryabhata,
Day 255.3: Arrived at Menzel,2016-11-14 01:17:59.910000,http://wenamethestars.inkleby.com/feature/3846,http://wenamethestars.inkleby.com/static/moon/1156.png
"Menzel is named after Donald Howard Menzel - American astrophysicist, Smithsonian researcher (1901 -1976).",2016-11-14 01:18:59.910000,https://en.wikipedia.org/wiki/Donald_Howard_Menzel,
Day 255.8: Arrived at Rimae Gutenberg,2016-11-14 11:23:17.340000,http://wenamethestars.inkleby.com/feature/5111,http://wenamethestars.inkleby.com/static/moon/1157.png
Day 255.9: Arrived at Leakey,2016-11-14 13:46:49.080000,http://wenamethestars.inkleby.com/feature/3316,http://wenamethestars.inkleby.com/static/moon/1158.png
Leakey is named after Louis Seymour Bazett Leakey - British archaeologist (1903 -1972).,2016-11-14 13:47:49.080000,https://en.wikipedia.org/wiki/Louis_Leakey,
Day 256.3: Arrived at Gaudibert,2016-11-15 00:07:26.040000,http://wenamethestars.inkleby.com/feature/2116,http://wenamethestars.inkleby.com/static/moon/1159.png
Gaudibert is named after Casimir Marie Gaudibert - French astronomer (1823 -1901).,2016-11-15 00:08:26.040000,https://en.wikipedia.org/wiki/Casimir_Marie_Gaudibert,
Day 256.6: Arrived at Bohnenberger,2016-11-15 07:41:23.730000,http://wenamethestars.inkleby.com/feature/797,http://wenamethestars.inkleby.com/static/moon/1160.png
Bohnenberger is named after Johann Gottlieb Friedrich Von Bohnenberger - German astronomer (1765 -1831).,2016-11-15 07:42:23.730000,https://en.wikipedia.org/wiki/Johann_Gottlieb_Friedrich_von_Bohnenberger,
Day 256.8: Arrived at Montes Pyrenaeus,2016-11-15 11:27:59.220000,http://wenamethestars.inkleby.com/feature/4012,http://wenamethestars.inkleby.com/static/moon/1161.png
Day 257.0: Arrived at Magelhaens,2016-11-15 16:16:47.910000,http://wenamethestars.inkleby.com/feature/3578,http://wenamethestars.inkleby.com/static/moon/1162.png
Day 257.1: Arrived at Goclenius,2016-11-15 19:10:06.690000,http://wenamethestars.inkleby.com/feature/2198,http://wenamethestars.inkleby.com/static/moon/1163.png
"Goclenius is named after Gockel, Rudolf Goclenius - German physicist, doctor, mathematician (1572 -1621).",2016-11-15 19:11:06.690000,https://en.wikipedia.org/wiki/Rudolph_Goclenius,
Day 257.3: Arrived at Rimae Goclenius,2016-11-15 23:30:24.840000,http://wenamethestars.inkleby.com/feature/5109,http://wenamethestars.inkleby.com/static/moon/1164.png
Day 257.4: Arrived at Gutenberg,2016-11-16 02:18:55.800000,http://wenamethestars.inkleby.com/feature/2290,http://wenamethestars.inkleby.com/static/moon/1165.png
Gutenberg is named after Johannes Gensfleisch Zur Laden Gutenberg - German inventor (c. 1390 -1468).,2016-11-16 02:19:55.800000,https://en.wikipedia.org/wiki/Johannes_Gutenberg,
Day 257.6: Arrived at Lubbock,2016-11-16 07:51:54.360000,http://wenamethestars.inkleby.com/feature/3498,http://wenamethestars.inkleby.com/static/moon/1166.png
"Lubbock is named after Sir John William Lubbock - British astronomer, mathematician (1803 -1865).",2016-11-16 07:52:54.360000,"https://en.wikipedia.org/wiki/Sir_John_Lubbock,_3rd_Baronet",
Day 257.9: Arrived at Rima Messier,2016-11-16 13:32:06.810000,http://wenamethestars.inkleby.com/feature/5073,http://wenamethestars.inkleby.com/static/moon/1167.png
Day 257.9: Arrived at Rimae Secchi,2016-11-16 15:37:18.660000,http://wenamethestars.inkleby.com/feature/5140,http://wenamethestars.inkleby.com/static/moon/1168.png
Day 258.0: Arrived at Secchi,2016-11-16 17:31:04.440000,http://wenamethestars.inkleby.com/feature/5401,http://wenamethestars.inkleby.com/static/moon/1169.png
"Secchi is named after Pietro Angelo Secchi - Italian astronomer, astrophysicist (1818 -1878).",2016-11-16 17:32:04.440000,https://en.wikipedia.org/wiki/Angelo_Secchi,
Day 258.1: Arrived at Montes Secchi,2016-11-16 18:18:00.900000,http://wenamethestars.inkleby.com/feature/4016,http://wenamethestars.inkleby.com/static/moon/1170.png
Day 258.3: Arrived at Zähringer,2016-11-16 23:55:23.430000,http://wenamethestars.inkleby.com/feature/6772,http://wenamethestars.inkleby.com/static/moon/1171.png
Zähringer is named after Josef Zähringer - German physicist (1929 -1970).,2016-11-16 23:56:23.430000,https://en.wikipedia.org/wiki/Joseph_Z%C3%A4hringer,
Day 258.4: Arrived at Donna,2016-11-17 03:39:30.960000,http://wenamethestars.inkleby.com/feature/1575,http://wenamethestars.inkleby.com/static/moon/1172.png
Day 258.6: Arrived at Cauchy,2016-11-17 06:47:26.520000,http://wenamethestars.inkleby.com/feature/1081,http://wenamethestars.inkleby.com/static/moon/1173.png
Cauchy is named after Augustin Louis Cauchy - French mathematician (1789 -1857).,2016-11-17 06:48:26.520000,https://en.wikipedia.org/wiki/Augustin-Louis_Cauchy,
Day 258.6: Arrived at Rima Cauchy,2016-11-17 08:18:06.570000,http://wenamethestars.inkleby.com/feature/5049,http://wenamethestars.inkleby.com/static/moon/1174.png
Day 258.7: Arrived at Rupes Cauchy,2016-11-17 10:21:28.530000,http://wenamethestars.inkleby.com/feature/5226,http://wenamethestars.inkleby.com/static/moon/1175.png
Day 259.0: Arrived at Lucian,2016-11-17 16:34:14.430000,http://wenamethestars.inkleby.com/feature/3503,http://wenamethestars.inkleby.com/static/moon/1176.png
Lucian is named after Of Samosata Lucian - Greek writer (125 -190).,2016-11-17 16:35:14.430000,https://en.wikipedia.org/wiki/Lucian,
Day 259.0: Arrived at Grace,2016-11-17 18:02:03.750000,http://wenamethestars.inkleby.com/feature/2230,http://wenamethestars.inkleby.com/static/moon/1177.png
Day 259.1: Arrived at Diana,2016-11-17 18:25:58.710000,http://wenamethestars.inkleby.com/feature/1524,http://wenamethestars.inkleby.com/static/moon/1178.png
Day 259.1: Arrived at Mons Esam,2016-11-17 18:51:46.890000,http://wenamethestars.inkleby.com/feature/3979,http://wenamethestars.inkleby.com/static/moon/1179.png
Day 259.3: Arrived at Gardner,2016-11-18 00:07:45.030000,http://wenamethestars.inkleby.com/feature/2104,http://wenamethestars.inkleby.com/static/moon/1180.png
Gardner is named after Irvine Clifton Gardner - American physicist (1889 -1972).,2016-11-18 00:08:45.030000,https://en.wikipedia.org/wiki/Irvine_Clifton_Gardner,
Day 259.4: Arrived at Maraldi,2016-11-18 02:59:22.200000,http://wenamethestars.inkleby.com/feature/3650,http://wenamethestars.inkleby.com/static/moon/1181.png
"Maraldi is named after Giovanni Domenico Maraldi - Italian -born French astronomer, geodesist (1709 -1788) and Giacomo Filippo Maraldi - Italian -born French astronomer (1665 -1729).",2016-11-18 03:00:22.200000,https://en.wikipedia.org/wiki/Giacomo_F._Maraldi,
Day 259.5: Arrived at Mons Maraldi,2016-11-18 04:49:15.870000,http://wenamethestars.inkleby.com/feature/3989,http://wenamethestars.inkleby.com/static/moon/1182.png
Day 259.6: Arrived at Sinus Amoris,2016-11-18 07:41:30.660000,http://wenamethestars.inkleby.com/feature/5559,http://wenamethestars.inkleby.com/static/moon/1183.png
Day 259.8: Arrived at Theophrastus,2016-11-18 11:56:50.460000,http://wenamethestars.inkleby.com/feature/5966,http://wenamethestars.inkleby.com/static/moon/1184.png
Theophrastus is named after Theophrastus - Greek philosopher and  scientist (c. 372 -287 B.C.).,2016-11-18 11:57:50.460000,https://en.wikipedia.org/wiki/Theophrastus,
Day 259.9: Arrived at Franz,2016-11-18 14:13:12.180000,http://wenamethestars.inkleby.com/feature/2015,http://wenamethestars.inkleby.com/static/moon/1185.png
Franz is named after Julius Heinrich Franz - German astronomer (1847 -1913).,2016-11-18 14:14:12.180000,https://en.wikipedia.org/wiki/Julius_Heinrich_Franz,
Day 260.0: Arrived at Lyell,2016-11-18 17:59:55.500000,http://wenamethestars.inkleby.com/feature/3532,http://wenamethestars.inkleby.com/static/moon/1186.png
Lyell is named after Sir Charles Lyell - Scottish geologist (1797 -1875).,2016-11-18 18:00:55.500000,https://en.wikipedia.org/wiki/Charles_Lyell,
Day 260.2: Arrived at Sinus Concordiae,2016-11-18 22:21:33.300000,http://wenamethestars.inkleby.com/feature/5562,http://wenamethestars.inkleby.com/static/moon/1187.png
Day 260.4: Arrived at Lawrence,2016-11-19 03:05:55.050000,http://wenamethestars.inkleby.com/feature/3308,http://wenamethestars.inkleby.com/static/moon/1188.png
"Lawrence is named after Ernest Orlando Lawrence - American physicist; Nobel laureate (1901 -1958), and  Robert Henry, Jr.; American astronaut (1935 -1967).",2016-11-19 03:06:55.050000,https://en.wikipedia.org/wiki/Ernest_Orlando_Lawrence_Award,
Day 260.6: Arrived at da Vinci,2016-11-19 06:30:16.380000,http://wenamethestars.inkleby.com/feature/1376,http://wenamethestars.inkleby.com/static/moon/1189.png
"da Vinci is named after Leonardo Vinci - Italian artist, inventor, mathematician (1452 -1519).",2016-11-19 06:31:16.380000,https://en.wikipedia.org/wiki/Leonardo_Vinci,
Day 260.7: Arrived at Watts,2016-11-19 08:46:32.250000,http://wenamethestars.inkleby.com/feature/6498,http://wenamethestars.inkleby.com/static/moon/1190.png
Watts is named after Chester Burleigh Watts - American astronomer (1889 -1971).,2016-11-19 08:47:32.250000,https://en.wikipedia.org/wiki/Chester_Burleigh_Watts,
Day 260.8: Arrived at Cameron,2016-11-19 12:02:25.440000,http://wenamethestars.inkleby.com/feature/986,http://wenamethestars.inkleby.com/static/moon/1191.png
Cameron is named after Robert Curry Cameron - American astronomer (1925 -1972).,2016-11-19 12:03:25.440000,https://en.wikipedia.org/wiki/Robert_Curry_Cameron,
Day 260.9: Arrived at Taruntius,2016-11-19 13:24:06.930000,http://wenamethestars.inkleby.com/feature/5878,http://wenamethestars.inkleby.com/static/moon/1192.png
"Taruntius is named after Firmanus, Lucius Taruntius - Roman philosopher (unkn -fl. 86 B.C.).",2016-11-19 13:25:06.930000,https://en.wikipedia.org/wiki/Lucius_Tarutius_Firmanus,
Day 260.9: Arrived at Rimae Taruntius,2016-11-19 14:04:20.190000,http://wenamethestars.inkleby.com/feature/5144,http://wenamethestars.inkleby.com/static/moon/1193.png
Day 261.1: Arrived at Asada,2016-11-19 19:25:06.150000,http://wenamethestars.inkleby.com/feature/413,http://wenamethestars.inkleby.com/static/moon/1194.png
Asada is named after Goryu Asada - Japanese astronomer (1734 -1799).,2016-11-19 19:26:06.150000,https://en.wikipedia.org/wiki/Asada_Goryu,
Day 261.4: Arrived at Glaisher,2016-11-20 01:54:24.570000,http://wenamethestars.inkleby.com/feature/2182,http://wenamethestars.inkleby.com/static/moon/1195.png
Glaisher is named after James Glaisher - British meteorologist (1809 -1903).,2016-11-20 01:55:24.570000,https://en.wikipedia.org/wiki/James_Glaisher,
Day 261.6: Arrived at Yerkes,2016-11-20 06:23:09.870000,http://wenamethestars.inkleby.com/feature/6658,http://wenamethestars.inkleby.com/static/moon/1196.png
